Provider ID,Hospital Name,Summary star rating,ZIP Code,City,State,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,MORT_30_AMI,PSI_11_POST_RESP,PSI_12_POSTOP_PULMEMB_DVT,MORT_30_CABG,PSI_10_POST_KIDNEY,PSI_4_SURG_COMP,PSI_14_POSTOP_DEHIS,PSI_6_IAT_PTX,MORT_30_STK,PSI_8_POST_HIP,PSI_13_POST_SEPSIS,PSI_15_ACC_LAC,PSI_90_SAFETY,MORT_30_HF,PSI_3_ULCER,COMP_HIP_KNEE,MORT_30_PN,MORT_30_COPD,PSI_9_POST_HEM,HAI_2_SIR,HAI_6_SIR,HAI_3_SIR,HAI_5_SIR,HAI_4_SIR,HAI_1_SIR,READM_30_PN,READM_30_HF,EDAC_30_HF,READM_30_STK,READM_30_AMI,READM_30_COPD,READM_30_CABG,EDAC_30_AMI,READM_30_HOSP_WIDE,READM_30_HIP_KNEE,MSPB_1,OP_10,OP_13,OP_11,OP_14,OP_8,OP_9,OP_25,OP_17,OP_12,SM_SS_CHECK,SM_PART_GEN_SURG,SM_PART_NURSE,ACS_REGISTRY,OP_4,OP_22,OP_5,OP_21,OP_20
450877,FOUNDATION SURGICAL HOSPITAL OF EL PASO,4,79936,EL PASO,TX,Acute Care Hospitals,Proprietary,Yes,Y,,Same as the national average,,Same as the national average,Same as the national average,Below the national average,,8.12,4.44,,1.11,,2.23,0.39,,0.1,5.33,0.87,0.88,,0.25,3.1,,,5.21,,,0.0,,,,,,,,,,,,14.3,4.1,1.39,37.0,,9.6,0.0,61.3,,Yes,Yes,Yes,Y,N,N,,,10.0,,,20.0
450880,BAYLOR SURGICAL HOSPITAL AT FORT WORTH,4,76110,FORT WORTH,TX,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,,,Same as the national average,,,,8.57,3.56,,1.11,,,0.39,,,5.41,,0.86,,0.24,2.8,,,4.9,,,,,,,,,,,,,,,14.4,4.2,1.18,,,,,,,Yes,No,No,Y,N,N,,,0.0,,,5.0
450883,BAYLOR MEDICAL CENTER AT TROPHY CLUB,4,76262,TROPHY CLUB,TX,Acute Care Hospitals,Proprietary,Yes,Y,,,,Same as the national average,Same as the national average,,,9.25,4.01,,1.11,,,0.39,,0.1,5.59,,0.9,,0.25,2.5,,,4.62,,,,,,,,,,,,,,,15.4,5.0,1.04,,,,,,,Yes,No,No,Y,N,N,,88.0,1.0,5.0,34.0,12.0
450885,BAYLOR SCOTT AND WHITE MEDICAL CENTER CENTENNIAL,3,75035,FRISCO,TX,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,12.9,,5.81,,,131.99,2.23,0.37,14.3,0.1,,0.87,1.04,11.0,0.17,2.9,15.8,7.5,4.69,0.828,0.718,,,,0.47600000000000003,17.6,21.8,24.8,12.7,16.6,18.8,,-14.9,15.2,4.2,1.12,4.3,,1.9,0.0,,3.5,Yes,Yes,Yes,Y,N,N,,,1.0,,29.0,13.0
450888,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,5,76092,SOUTHLAKE,TX,Acute Care Hospitals,Government - State,Yes,Y,,,,Same as the national average,,,,9.79,3.36,,1.1,,,0.39,,,5.47,,0.88,,0.24,2.2,,,4.61,,,,,,,,,,,,,,,14.6,5.0,1.12,,,,,44.4,,Yes,Yes,Yes,Y,N,N,,,1.0,,,23.0
450889,TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,4,75231,DALLAS,TX,Acute Care Hospitals,Proprietary,Yes,Y,,,,Same as the national average,,,,10.62,4.0,,1.12,,,0.4,,,5.79,,0.94,,0.25,2.0,,,4.73,,,,,,,,,,,,,,,14.7,4.0,1.09,,,,,,,Yes,Yes,Yes,Y,N,N,,,0.0,,,
450890,BAYLOR REGIONAL MEDICAL CENTER AT PLANO,4,75093,PLANO,TX,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,13.1,21.11,5.31,,1.04,125.78,2.08,0.38,12.0,0.1,5.25,0.81,1.21,11.8,0.11,3.9,13.7,6.5,4.55,1.001,1.1159999999999999,1.5,0.622,,1.4,15.9,19.6,-12.1,11.5,,19.9,,,16.9,4.8,1.08,7.7,,4.9,1.4,,6.9,Yes,Yes,Yes,Y,N,Y,,99.0,2.0,6.0,27.0,11.0
450891,TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN,5,75093,PLANO,TX,Acute Care Hospitals,Proprietary,Yes,Y,,,,Same as the national average,,Below the national average,,8.79,4.04,,1.11,,,0.39,,0.1,5.59,,0.89,,0.25,,,,4.58,,,,,0.745,,,,,,,,,,15.6,,0.99,60.7,,1.8,,37.4,,Yes,No,No,Y,N,Y,,,11.0,,,14.0
450893,THE HEART HOSPITAL BAYLOR DENTON,5,76208,DENTON,TX,Acute Care Hospitals,Physician,Yes,Y,,,,Same as the national average,Above the national average,,,,4.06,3.3,1.27,,,0.39,,0.1,5.42,,0.96,,0.24,,,,4.65,,,,,,,,,,,17.0,,12.5,14.2,15.1,,1.14,,,,,,,Yes,Yes,Yes,Y,N,Y,,,0.0,,,6.0
450894,PINE CREEK MEDICAL CENTER LLP,3,75235,DALLAS,TX,Acute Care Hospitals,Proprietary,Yes,Y,,,,Same as the national average,Same as the national average,,,8.93,3.7,,1.11,,,0.39,,0.1,5.56,,0.87,,0.25,3.4,,,4.59,,,,,,,,,,,,,,,15.4,4.9,1.03,,,,,,,Yes,Yes,No,Y,N,N,,,0.0,,,25.0
451330,MEDINA REGIONAL HOSPITAL,4,78861,HONDO,TX,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Same as the national average,,,,,,,,,,,,,,,,,,15.7,8.2,,,,,,,,15.9,,,,,18.9,,,15.4,,,8.8,,2.4,0.5,,8.5,Yes,,,Y,Y,Y,,89.0,1.0,19.0,40.0,22.0
451346,YOAKUM COMMUNITY HOSPITAL,4,77995,YOAKUM,TX,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Same as the national average,,,,,,,,,,,,14.3,,,,,11.0,,,18.0,7.8,,,,,,,,16.5,23.7,4.9,12.5,,18.6,,,16.3,,,,,,,,,,,,,,,,,,,,
451347,COLEMAN COUNTY MEDICAL CENTER COMPANY,4,76834,COLEMAN,TX,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,,Below the national average,,,,,,,,,,,,,,,,,14.0,,,17.5,8.2,,,,,,,,18.2,25.4,-2.9,,,20.8,,,16.6,,,,,,,,,,,,,,,,,,,,
451356,MEMORIAL MEDICAL CENTER,4,77979,PORT LAVACA,TX,Critical Access Hospitals,Government - Local,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Same as the national average,,,,,,,,,,13.6,,,,,11.2,,,15.1,6.8,,,1.745,,,,,17.2,23.9,5.3,12.2,,18.7,,,15.7,,,25.6,,35.1,,56.8,17.4,Yes,No,Yes,,,,,,1.0,,,
451365,SETON HIGHLAND LAKES,4,78611,BURNET,TX,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Above the national average,Same as the national average,,,,,,,,,,,,,,13.0,,2.4,17.4,9.6,,,,,,,,16.6,22.8,2.5,,,21.5,,,15.2,4.2,,11.1,3.0,3.2,0.3,,4.8,Yes,Yes,Yes,Y,N,Y,,94.0,3.0,8.0,32.0,11.0
451367,EAST TEXAS MEDICAL CENTER PITTSBURG,4,75686,PITTSBURG,TX,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,,Same as the national average,,,,,,,,,,,,15.4,,,,,10.5,,,16.8,8.1,,,0.563,,,,,18.0,23.0,-2.1,11.7,,18.9,,,15.8,,,,,,,,,,,,Y,N,N,,,,,,
451369,GOLDEN PLAINS COMMUNITY HOSPITAL,4,79007,BORGER,TX,Critical Access Hospitals,Proprietary,Yes,Y,Same as the national average,,Same as the national average,,,,,,,,,,,,,,,,,12.3,,,17.0,8.7,,,,,,,,16.7,20.9,12.2,,,19.1,,,14.9,,,,,,,,,,,,,,,,,,,,
451378,BIG BEND REGIONAL MEDICAL CENTER,4,79830,ALPINE,TX,Critical Access Hospitals,Proprietary,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Same as the national average,,,,,,,,,,,,,,,11.0,,,15.3,7.2,,,,,,,,16.6,22.8,3.2,,,20.6,,,15.3,,,23.0,,,,,,Yes,Yes,Yes,Y,N,N,,100.0,1.0,10.0,39.0,19.0
451379,CORYELL MEMORIAL HEALTHCARE SYSTEM,4,76528,GATESVILLE,TX,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,,,Same as the national average,Same as the national average,Same as the national average,,,,,,,,,,,,,,,,,15.3,8.2,,,,,,,,16.4,,,,,20.4,,,15.4,,,2.4,,0.0,,,11.4,,,,,,,,90.0,,12.0,91.0,47.0
451380,EAST TEXAS MEDICAL CENTER QUITMAN,4,75783,QUITMAN,TX,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Same as the national average,Same as the national average,14.1,,,,,,,,13.9,,,,,11.6,,,15.1,9.4,,,0.46399999999999997,,,,,15.5,21.4,-3.8,12.4,,19.6,,,15.2,,,0.3,2.9,0.6,0.9,,6.9,Yes,Yes,Yes,Y,N,N,,92.0,1.0,6.0,80.0,33.0
451386,MEMORIAL HOSPITAL,3,79029,DUMAS,TX,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,,,,,,,,,,,,,,,,,,,11.5,,,18.0,8.1,,,,,,,,16.9,21.3,-26.5,,,19.3,,,15.2,,,,,,,,,,,,,,,,93.0,,9.0,38.0,19.0
460001,UTAH VALLEY HOSPITAL,3,84604,PROVO,UT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Below the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,10.5,9.22,4.56,2.8,1.1,139.16,1.98,0.4,19.5,0.11,4.19,1.21,0.85,14.6,0.1,3.8,15.4,9.4,6.06,0.7490000000000001,0.943,0.0,0.42700000000000005,2.2319999999999998,0.0,15.8,19.6,-12.3,12.2,14.6,18.7,13.6,-24.5,13.7,4.6,1.04,2.6,3.6,0.2,1.7,53.6,5.8,Yes,No,No,Y,N,N,,,2.0,,50.0,30.0
460003,SALT LAKE REGIONAL MEDICAL CENTER,4,84102,SALT LAKE CITY,UT,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,13.3,12.09,4.64,2.6,1.04,126.18,2.16,0.38,,0.1,8.72,1.26,1.13,11.0,0.18,3.5,17.8,,5.86,0.0,1.206,,,,0.693,17.4,21.2,-28.5,,16.1,19.5,12.1,11.0,14.9,4.7,1.04,3.8,9.0,,,,8.4,Yes,Yes,Yes,Y,N,N,,,1.0,,44.0,29.0
460004,MCKAY DEE HOSPITAL,3,84403,OGDEN,UT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,12.7,12.86,4.51,3.7,1.12,137.12,2.08,0.46,15.9,0.1,6.16,0.81,1.03,13.3,0.1,3.0,17.5,9.3,5.75,0.282,0.946,1.7819999999999998,0.324,0.0,1.062,14.3,16.6,-62.8,11.8,15.0,19.9,12.2,-35.2,13.7,3.4,0.98,2.0,3.8,0.3,1.4,45.1,7.4,Yes,Yes,Yes,Y,N,N,,,1.0,,65.0,29.0
460005,OGDEN REGIONAL MEDICAL CENTER,2,84405,OGDEN,UT,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,13.8,9.99,2.96,3.4,1.02,,2.2,0.36,13.1,0.1,6.07,0.86,0.86,14.6,0.14,3.3,17.7,8.4,4.33,1.548,1.271,2.145,0.0,0.61,1.105,17.6,22.0,-18.6,12.5,15.2,19.0,13.7,-30.6,15.0,4.0,1.07,4.9,4.0,0.0,,51.4,6.3,Yes,Yes,Yes,Y,N,N,,,1.0,,40.0,8.0
460006,LDS HOSPITAL,4,84143,SALT LAKE CITY,UT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,,7.34,4.39,,1.06,131.29,2.13,0.43,,0.1,6.03,0.84,0.87,11.8,0.18,2.4,15.0,7.5,4.84,0.72,1.8019999999999998,0.961,0.48100000000000004,1.784,0.762,15.0,20.8,-25.3,,,19.6,,,14.1,3.4,0.91,3.1,4.5,0.7,,,8.5,Yes,No,No,Y,N,N,,100.0,1.0,5.0,49.0,20.0
460007,CEDAR CITY HOSPITAL,4,84721,CEDAR CITY,UT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,,8.84,3.44,,1.09,,2.19,0.38,15.5,0.1,6.59,1.3,0.9,10.5,0.21,2.4,16.4,9.5,4.52,,1.635,,,,,15.4,20.0,-35.1,11.5,,19.3,,,15.6,4.3,0.91,1.3,1.6,0.7,,39.7,12.7,Yes,No,No,Y,N,N,,100.0,1.0,5.0,50.0,19.0
460009,UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND CLINICS,4,84132,SALT LAKE CITY,UT,Acute Care Hospitals,Government - State,Yes,Y,Same as the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Above the national average,12.3,7.45,4.85,1.8,0.97,134.09,1.8,0.36,17.6,0.09,4.18,1.07,0.78,11.8,0.08,2.4,16.5,7.1,4.73,1.633,1.145,1.8769999999999998,0.603,3.7539999999999996,0.6629999999999999,15.0,21.3,6.6,11.9,15.7,19.0,11.5,-3.4,14.8,4.6,1.05,3.9,6.0,0.0,0.9,44.7,5.9,Yes,Yes,Yes,Y,Y,Y,,,1.0,,51.0,58.0
460010,INTERMOUNTAIN MEDICAL CENTER,3,84107,MURRAY,UT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,13.6,11.72,2.6,3.3,1.05,142.22,1.95,0.27,18.9,0.09,3.54,0.74,0.78,12.3,0.07,3.3,16.2,8.8,6.57,2.32,1.545,1.177,0.84,0.5539999999999999,1.148,13.7,17.0,-41.8,9.9,14.0,16.9,12.9,-17.8,12.8,3.9,0.99,2.2,4.3,0.4,1.3,49.3,9.2,Yes,No,No,Y,Y,N,,93.0,2.0,12.0,47.0,19.0
460011,CASTLEVIEW HOSPITAL,3,84501,PRICE,UT,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,,Above the national average,Same as the national average,Above the national average,Same as the national average,,9.62,3.71,,1.11,,2.22,0.44,15.0,0.1,5.46,0.87,0.89,13.5,0.2,2.9,16.3,7.9,4.6,,0.528,,,,,15.8,21.4,-28.4,12.3,,18.8,,,14.8,4.7,0.92,3.9,5.0,1.2,,40.3,9.6,Yes,Yes,Yes,Y,N,N,,93.0,1.0,7.0,28.0,7.0
460013,MOUNTAIN VIEW HOSPITAL,3,84651,PAYSON,UT,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,14.0,13.24,4.24,,1.11,,2.23,0.38,16.8,0.1,5.44,0.87,0.99,11.8,0.18,3.1,16.1,,4.56,0.0,0.728,,,,,15.4,20.7,-32.6,,16.0,19.4,,-36.4,14.5,3.9,1.01,12.4,6.1,0.0,,41.0,13.6,Yes,Yes,Yes,Y,N,N,,100.0,0.0,12.0,30.0,6.0
460014,MOUNTAIN WEST MEDICAL CENTER,4,84074,TOOELE,UT,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,,,10.99,4.8,,1.11,,,0.45,,0.1,5.8,,1.0,11.5,0.23,2.6,16.2,9.2,5.04,,1.713,,,,,15.3,21.7,39.8,,,19.5,,,14.8,4.2,0.99,0.5,,0.0,,,5.0,Yes,No,No,Y,N,N,,93.0,1.0,11.0,40.0,16.0
460015,LOGAN REGIONAL HOSPITAL,4,84341,LOGAN,UT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,13.3,18.07,4.17,,1.09,,2.21,0.38,13.6,0.1,5.44,0.86,1.11,12.2,0.19,2.7,15.3,8.2,4.85,0.0,0.619,,,,,17.2,20.7,-42.1,11.1,15.6,19.5,,-17.9,14.9,4.4,0.97,5.5,4.5,0.0,0.8,40.2,5.5,Yes,Yes,Yes,Y,N,N,,95.0,1.0,12.0,41.0,8.0
460017,BRIGHAM CITY COMMUNITY HOSPITAL,4,84302,BRIGHAM CITY,UT,Acute Care Hospitals,Proprietary,Yes,Y,,,Same as the national average,Same as the national average,Above the national average,Below the national average,,10.61,4.03,,1.11,,2.24,0.39,,0.1,5.74,0.87,0.94,,0.23,3.0,16.4,,4.68,,0.971,,,,,16.3,,,,,,,,14.9,4.4,1.04,32.3,2.1,,0.0,,4.1,Yes,Yes,Yes,Y,N,N,,94.0,1.0,9.0,40.0,6.0
460019,UINTAH BASIN MEDICAL CENTER,3,84066,ROOSEVELT,UT,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Below the national average,Above the national average,,,,4.26,,,,,0.39,,0.1,,,0.99,11.8,0.24,2.8,15.5,8.8,4.73,,0.0,,,,,15.8,22.6,-15.5,,,20.2,,,14.6,,0.76,5.5,6.3,1.6,,,3.8,Yes,Yes,Yes,Y,N,N,,98.0,1.0,7.0,44.0,24.0
460021,DIXIE REGIONAL MEDICAL CENTER,4,84790,ST GEORGE,UT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Below the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,13.8,14.91,2.38,2.9,1.32,141.79,1.97,0.32,18.3,0.09,6.93,0.78,0.99,14.5,0.08,2.6,17.4,11.2,4.48,0.23600000000000002,0.79,1.258,1.315,,0.991,15.8,19.1,-19.9,11.7,14.1,16.6,13.3,-27.1,14.0,3.6,0.96,5.9,4.0,0.3,2.6,40.6,4.6,Yes,No,No,Y,N,N,,,1.0,,62.0,30.0
460023,AMERICAN FORK HOSPITAL,4,84003,AMERICAN FORK,UT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,Below the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,,11.05,6.06,,1.1,,2.2,0.38,14.9,0.1,5.48,0.86,1.01,12.5,0.19,3.3,14.8,,4.82,0.899,0.8170000000000001,1.9509999999999998,,,,16.0,19.5,-13.4,12.4,,,,,14.7,3.9,0.97,5.4,3.2,0.0,1.1,52.1,6.1,Yes,No,No,Y,N,N,,97.0,1.0,8.0,37.0,19.0
460026,SEVIER VALLEY MEDICAL CENTER,4,84701,RICHFIELD,UT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,,Same as the national average,Same as the national average,Above the national average,Same as the national average,,13.27,4.07,,1.11,,,0.39,,0.12,5.77,,1.02,12.4,0.23,3.0,16.0,,5.05,,,,,,,14.8,21.0,22.6,,,,,,14.2,4.5,1.02,8.0,2.9,1.9,,41.3,8.5,Yes,No,No,Y,N,N,,98.0,3.0,3.0,50.0,23.0
460030,ASHLEY REGIONAL MEDICAL CENTER,4,84078,VERNAL,UT,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,,,16.54,4.15,,1.12,,,0.39,,0.1,5.85,,1.1,12.2,0.23,2.5,18.8,8.7,4.74,,0.511,,,,,16.4,20.7,-32.9,,,19.4,,,15.0,4.2,0.89,3.5,2.8,0.0,,,11.1,Yes,No,Yes,Y,N,N,,98.0,6.0,1.0,21.0,5.0
460039,BEAR RIVER VALLEY HOSPITAL,5,84337,TREMONTON,UT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,,,Same as the national average,Same as the national average,,,,,,,,,0.4,,0.1,,,0.99,,0.25,,16.6,,,,,,,,,16.1,,,,,,,,15.1,,1.02,11.6,,,0.0,,4.5,Yes,Yes,Yes,Y,N,N,,95.0,0.0,10.0,37.0,6.0
460041,DAVIS HOSPITAL AND MEDICAL CENTER,3,84041,LAYTON,UT,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Below the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,15.4,13.03,3.94,,1.09,150.74,2.2,0.43,15.4,0.1,7.41,0.87,1.06,14.7,0.18,3.5,18.5,9.6,4.38,0.33399999999999996,0.431,0.637,,0.0,1.7719999999999998,16.5,19.9,-24.9,12.1,15.8,20.4,,-12.1,15.0,5.0,1.1,0.5,5.0,1.6,0.6,46.3,8.2,Yes,Yes,Yes,Y,N,N,,,1.0,,44.0,20.0
460042,LAKEVIEW HOSPITAL,4,84010,BOUNTIFUL,UT,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,12.4,9.11,3.52,,1.09,,2.23,0.37,13.2,0.1,5.95,0.86,0.87,12.5,0.15,2.5,16.2,,4.76,0.0,1.705,,,,,15.9,20.4,-21.9,11.4,16.0,20.3,,-20.2,15.1,4.1,1.0,3.6,,0.0,1.2,51.1,21.7,Yes,Yes,Yes,Y,N,N,,,0.0,,32.0,8.0
460043,OREM COMMUNITY HOSPITAL,4,84057,OREM,UT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,,,Same as the national average,Same as the national average,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,4.0,Yes,No,No,Y,N,N,,100.0,1.0,15.0,34.0,14.0
460044,ALTA VIEW HOSPITAL,3,84094,SANDY,UT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,,11.62,4.91,,1.11,,2.22,0.39,,0.1,6.34,0.87,1.02,12.4,0.21,2.5,14.2,8.4,4.61,,0.39299999999999996,,,,,15.7,20.4,-1.4,,,19.3,,,14.3,4.5,0.99,5.5,4.4,1.1,,46.2,8.5,Yes,No,No,Y,N,N,,97.0,1.0,7.0,32.0,14.0
460047,ST MARK'S HOSPITAL,3,84124,SALT LAKE CITY,UT,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,13.6,12.73,4.26,4.6,1.1,132.14,2.05,0.47,13.5,0.11,4.2,0.8,0.91,12.9,0.1,3.3,17.7,7.3,4.21,0.38299999999999995,1.031,0.19899999999999998,1.226,0.552,0.81,16.3,18.7,-34.1,11.7,15.4,20.4,12.7,-3.9,14.9,5.8,1.05,4.2,4.2,0.3,1.9,47.1,4.7,Yes,Yes,Yes,Y,N,N,,,0.0,,28.0,4.0
460049,THE ORTHOPEDIC SPECIALTY HOSPITAL,4,84107,MURRAY,UT,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,,,,,,Same as the national average,,10.95,4.27,,1.1,,,0.39,,,5.29,,0.93,,0.23,2.8,,,4.58,,,,,,,,,,,,,,,12.8,3.6,0.96,10.2,,0.6,,52.5,,Yes,No,No,Y,N,N,,,,,,
460051,JORDAN VALLEY MEDICAL CENTER,3,84088,WEST JORDAN,UT,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Same as the national average,Above the national average,Below the national average,Above the national average,Same as the national average,13.6,10.63,3.82,,1.1,,2.19,0.43,16.5,0.1,6.08,0.86,0.94,12.9,0.16,2.9,15.4,6.8,5.01,1.2,1.51,2.168,1.808,,1.882,14.8,20.4,-24.7,12.1,15.3,18.4,,-18.8,14.5,4.1,1.05,3.7,4.8,1.3,0.5,,10.2,Yes,Yes,Yes,Y,N,N,,97.0,1.0,8.0,33.0,14.0
460052,TIMPANOGOS REGIONAL HOSPITAL,4,84057,OREM,UT,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,,12.4,11.33,4.39,,1.09,,,0.38,15.5,0.1,5.48,,0.95,14.2,0.2,3.0,16.9,,4.5,0.0,0.7709999999999999,,,0.903,1.6369999999999998,16.2,21.8,-4.6,11.8,16.3,,,-26.8,15.0,5.1,0.99,8.2,,,,,20.9,Yes,Yes,Yes,Y,N,N,,,0.0,,35.0,7.0
460054,CACHE VALLEY  HOSPITAL,4,84341,NORTH LOGAN,UT,Acute Care Hospitals,Proprietary,Yes,Y,,,,Same as the national average,Same as the national average,,,9.9,3.86,,1.11,,,0.39,,0.1,5.65,,0.91,,0.24,2.6,,,4.64,,,,,,,,,,,,,,,15.6,4.4,1.0,,,,0.0,,16.0,Yes,Yes,Yes,Y,N,N,,,0.0,,30.0,3.0
460057,PARK CITY HOSPITAL,4,84060,PARK CITY,UT,Acute Care Hospitals,Proprietary,Yes,Y,,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,,10.05,4.33,,1.11,,,0.39,,0.1,6.5,,0.97,,0.23,2.8,15.0,,4.69,,0.0,,,,,16.1,,,,,,,,14.8,4.2,0.99,7.3,5.5,0.0,,50.0,7.3,Yes,No,No,Y,N,N,,95.0,0.0,3.0,32.0,3.0
460058,RIVERTON HOSPITAL,4,84065,RIVERTON,UT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,,14.88,3.94,,1.11,,2.23,0.39,,0.1,6.54,0.87,1.08,12.9,0.22,2.4,13.8,,4.65,,0.9740000000000001,,,1.325,,16.0,21.5,-7.6,,,,,,14.7,4.1,1.03,5.4,,1.8,,,10.4,Yes,No,No,Y,N,N,,96.0,1.0,6.0,36.0,19.0
460060,LONE PEAK HOSPITAL,4,84020,DRAPER,UT,Acute Care Hospitals,Proprietary,Yes,Y,,,Same as the national average,Same as the national average,Above the national average,Same as the national average,,11.18,4.13,,1.12,,,0.4,,0.1,5.85,,0.97,,0.24,2.8,14.2,,5.07,,1.5530000000000002,,,,,15.2,,,,,,,,15.4,4.7,1.04,7.8,,0.0,0.0,,4.0,Yes,Yes,Yes,Y,N,N,,,0.0,,24.0,4.0
461304,CENTRAL VALLEY MEDICAL CENTER - CAH,5,84648,NEPHI,UT,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,,Same as the national average,Same as the national average,Same as the national average,,,,,,,,,,,,,,,,,3.9,12.7,,,,,,,,,18.5,21.8,3.0,,,,,,15.0,4.7,,2.2,,0.0,,,16.3,Yes,No,Yes,Y,N,N,,94.0,1.0,13.0,38.0,21.0
461306,GUNNISON VALLEY HOSPITAL,4,84634,GUNNISON,UT,Critical Access Hospitals,Proprietary,Yes,Y,,,Same as the national average,,,,,,,,,,,,,,,,,12.2,,,14.5,,,,,,,,,14.9,21.9,-0.6,,,18.9,,,15.7,,,1.8,,0.0,,,16.9,,,,,,,,,,,86.0,16.0
461307,HEBER VALLEY HOSPITAL,4,84032,HEBER CITY,UT,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,,,Same as the national average,Above the national average,,,,,,,,,,,,,,,,,,16.2,,,,,,,,,17.3,,,,,,,,15.0,,,2.5,,0.0,,,10.7,Yes,No,No,Y,N,N,,89.0,0.0,8.0,26.0,2.0
