Summary star rating,State,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,OP_12,SM_PART_NURSE,OP_17,SM_PART_GEN_SURG,SM_SS_CHECK,OP_25,MORT_30_PN,PSI_11_POST_RESP,PSI_6_IAT_PTX,PSI_13_POST_SEPSIS,COMP_HIP_KNEE,PSI_3_ULCER,PSI_12_POSTOP_PULMEMB_DVT,MORT_30_CABG,PSI_10_POST_KIDNEY,MORT_30_STK,PSI_14_POSTOP_DEHIS,MORT_30_HF,PSI_90_SAFETY,PSI_15_ACC_LAC,MORT_30_COPD,PSI_8_POST_HIP,MORT_30_AMI,PSI_4_SURG_COMP,PSI_9_POST_HEM,HAI_1_SIR,HAI_3_SIR,HAI_2_SIR,HAI_4_SIR,HAI_5_SIR,HAI_6_SIR,EDAC_30_AMI,READM_30_AMI,EDAC_30_HF,READM_30_CABG,READM_30_HOSP_WIDE,READM_30_HIP_KNEE,READM_30_COPD,READM_30_STK,READM_30_HF,READM_30_PN,MSPB_1,OP_10,OP_8,OP_13,OP_9,OP_14,OP_11,OP_20,OP_21,OP_22,OP_5,OP_4
3,UT,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Below the national average,Above the national average,,Yes,N,Yes,N,Y,Yes,15.5,,0.39,,2.8,0.24,4.26,,,,,11.8,0.99,,8.8,0.1,,,4.73,,,,,,0.0,,,-15.5,,14.6,,20.2,,22.6,15.8,0.76,5.5,,6.3,3.8,,1.6,24.0,44.0,1.0,7.0,98.0
4,UT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Below the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,No,N,No,N,Y,Yes,17.4,14.91,0.32,6.93,2.6,0.08,2.38,2.9,1.32,18.3,1.97,14.5,0.99,0.78,11.2,0.09,13.8,141.79,4.48,0.991,1.258,0.236,,1.315,0.79,-27.1,14.1,-19.9,13.3,14.0,3.6,16.6,11.7,19.1,15.8,0.96,5.9,40.6,4.0,4.6,2.6,0.3,30.0,62.0,1.0,,
4,UT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,Below the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,No,N,No,N,Y,Yes,14.8,11.05,0.38,5.48,3.3,0.19,6.06,,1.1,14.9,2.2,12.5,1.01,0.86,,0.1,,,4.82,,1.951,0.899,,,0.8170000000000001,,,-13.4,,14.7,3.9,,12.4,19.5,16.0,0.97,5.4,52.1,3.2,6.1,1.1,0.0,19.0,37.0,1.0,8.0,97.0
4,UT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,,Same as the national average,Same as the national average,Above the national average,Same as the national average,No,N,No,N,Y,Yes,16.0,13.27,0.39,5.77,3.0,0.23,4.07,,1.11,,,12.4,1.02,,,0.12,,,5.05,,,,,,,,,22.6,,14.2,4.5,,,21.0,14.8,1.02,8.0,41.3,2.9,8.5,,1.9,23.0,50.0,3.0,3.0,98.0
4,UT,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,,Yes,N,No,N,Y,Yes,18.8,16.54,0.39,5.85,2.5,0.23,4.15,,1.12,,,12.2,1.1,,8.7,0.1,,,4.74,,,,,,0.511,,,-32.9,,15.0,4.2,19.4,,20.7,16.4,0.89,3.5,,2.8,11.1,,0.0,5.0,21.0,6.0,1.0,98.0
5,UT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,,,Same as the national average,Same as the national average,,Yes,N,Yes,N,Y,Yes,16.6,,0.4,,,0.25,,,,,,,0.99,,,0.1,,,,,,,,,,,,,,15.1,,,,,16.1,1.02,11.6,,,4.5,0.0,,6.0,37.0,0.0,10.0,95.0
3,UT,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Below the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,18.5,13.03,0.43,7.41,3.5,0.18,3.94,,1.09,15.4,2.2,14.7,1.06,0.87,9.6,0.1,15.4,150.74,4.38,1.7719999999999998,0.637,0.334,0.0,,0.431,-12.1,15.8,-24.9,,15.0,5.0,20.4,12.1,19.9,16.5,1.1,0.5,46.3,5.0,8.2,0.6,1.6,20.0,44.0,1.0,,
4,UT,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,16.2,9.11,0.37,5.95,2.5,0.15,3.52,,1.09,13.2,2.23,12.5,0.87,0.86,,0.1,12.4,,4.76,,,0.0,,,1.705,-20.2,16.0,-21.9,,15.1,4.1,20.3,11.4,20.4,15.9,1.0,3.6,51.1,,21.7,1.2,0.0,8.0,32.0,0.0,,
4,UT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,,,Same as the national average,Same as the national average,,No,N,No,N,Y,Yes,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4.0,0.0,,14.0,34.0,1.0,15.0,100.0
3,UT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,No,N,No,N,Y,Yes,14.2,11.62,0.39,6.34,2.5,0.21,4.91,,1.11,,2.22,12.4,1.02,0.87,8.4,0.1,,,4.61,,,,,,0.393,,,-1.4,,14.3,4.5,19.3,,20.4,15.7,0.99,5.5,46.2,4.4,8.5,,1.1,14.0,32.0,1.0,7.0,97.0
3,UT,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,17.7,12.73,0.47,4.2,3.3,0.1,4.26,4.6,1.1,13.5,2.05,12.9,0.91,0.8,7.3,0.11,13.6,132.14,4.21,0.81,0.199,0.383,0.552,1.226,1.031,-3.9,15.4,-34.1,12.7,14.9,5.8,20.4,11.7,18.7,16.3,1.05,4.2,47.1,4.2,4.7,1.9,0.3,4.0,28.0,0.0,,
4,UT,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,,,,,,Same as the national average,No,N,No,N,Y,Yes,,10.95,0.39,5.29,2.8,0.23,4.27,,1.1,,,,0.93,,,,,,4.58,,,,,,,,,,,12.8,3.6,,,,,0.96,10.2,52.5,,,,0.6,,,,,
3,UT,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Same as the national average,Above the national average,Below the national average,Above the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,15.4,10.63,0.43,6.08,2.9,0.16,3.82,,1.1,16.5,2.19,12.9,0.94,0.86,6.8,0.1,13.6,,5.01,1.882,2.168,1.2,,1.808,1.51,-18.8,15.3,-24.7,,14.5,4.1,18.4,12.1,20.4,14.8,1.05,3.7,,4.8,10.2,0.5,1.3,14.0,33.0,1.0,8.0,97.0
4,UT,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,,Yes,N,Yes,N,Y,Yes,16.9,11.33,0.38,5.48,3.0,0.2,4.39,,1.09,15.5,,14.2,0.95,,,0.1,12.4,,4.5,1.6369999999999998,,0.0,0.903,,0.7709999999999999,-26.8,16.3,-4.6,,15.0,5.1,,11.8,21.8,16.2,0.99,8.2,,,20.9,,,7.0,35.0,0.0,,
4,UT,Acute Care Hospitals,Proprietary,Yes,Y,,,,Same as the national average,Same as the national average,,Yes,N,Yes,N,Y,Yes,,9.9,0.39,5.65,2.6,0.24,3.86,,1.11,,,,0.91,,,0.1,,,4.64,,,,,,,,,,,15.6,4.4,,,,,1.0,,,,16.0,0.0,,3.0,30.0,0.0,,
4,UT,Acute Care Hospitals,Proprietary,Yes,Y,,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,No,N,No,N,Y,Yes,15.0,10.05,0.39,6.5,2.8,0.23,4.33,,1.11,,,,0.97,,,0.1,,,4.69,,,,,,0.0,,,,,14.8,4.2,,,,16.1,0.99,7.3,50.0,5.5,7.3,,0.0,3.0,32.0,0.0,3.0,95.0
4,UT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,No,N,No,N,Y,Yes,13.8,14.88,0.39,6.54,2.4,0.22,3.94,,1.11,,2.23,12.9,1.08,0.87,,0.1,,,4.65,,,,1.325,,0.974,,,-7.6,,14.7,4.1,,,21.5,16.0,1.03,5.4,,,10.4,,1.8,19.0,36.0,1.0,6.0,96.0
4,UT,Acute Care Hospitals,Proprietary,Yes,Y,,,Same as the national average,Same as the national average,Above the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,14.2,11.18,0.4,5.85,2.8,0.24,4.13,,1.12,,,,0.97,,,0.1,,,5.07,,,,,,1.5530000000000002,,,,,15.4,4.7,,,,15.2,1.04,7.8,,,4.0,0.0,0.0,4.0,24.0,0.0,,
5,UT,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,,Same as the national average,Same as the national average,Same as the national average,,Yes,N,No,N,Y,Yes,12.7,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,3.0,,15.0,4.7,,,21.8,18.5,,2.2,,,16.3,,0.0,21.0,38.0,1.0,13.0,94.0
4,UT,Critical Access Hospitals,Proprietary,Yes,Y,,,Same as the national average,,,,,,,,,,14.5,,,,,,,,,,,12.2,,,,,,,,,,,,,,,,-0.6,,15.7,,18.9,,21.9,14.9,,1.8,,,16.9,,0.0,16.0,86.0,,,
4,UT,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,,,Same as the national average,Above the national average,,No,N,No,N,Y,Yes,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,17.3,,2.5,,,10.7,,0.0,2.0,26.0,0.0,8.0,89.0
4,VT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,No,Y,No,Y,N,No,14.9,14.08,0.36,5.91,3.7,0.16,4.22,,1.12,15.6,2.22,14.4,1.03,0.87,6.3,0.1,13.1,,5.28,,,0.8220000000000001,,,0.581,-34.8,15.4,-23.1,,15.0,4.9,19.4,11.3,18.7,14.9,0.94,3.1,26.2,3.4,6.9,1.1,0.0,14.0,44.0,0.0,7.0,99.0
3,VT,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Below the national average,Same as the national average,Above the national average,Same as the national average,Below the national average,Above the national average,Yes,Y,Yes,Y,Y,Yes,13.6,9.25,0.36,5.25,2.0,0.08,5.59,2.6,1.01,18.3,2.31,16.8,0.91,0.73,10.3,0.09,13.6,122.21,4.79,0.628,1.5319999999999998,0.622,2.712,0.632,1.203,-15.2,14.5,-4.9,12.5,15.5,3.3,19.1,12.9,22.4,16.5,1.0,4.8,27.6,3.8,6.9,1.3,0.2,29.0,68.0,2.0,,
4,VT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,16.5,10.8,0.39,5.99,2.5,0.12,4.75,,1.09,15.2,2.1,13.4,0.96,0.85,8.3,0.1,13.4,,4.9,0.0,2.505,0.7809999999999999,,0.8370000000000001,0.499,-29.0,16.7,-31.7,,14.6,3.3,17.3,11.3,18.7,14.9,0.94,2.9,44.4,2.5,4.7,2.7,1.1,41.0,50.0,2.0,5.0,99.0
4,VT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,17.6,9.6,0.39,5.62,2.2,0.21,3.65,,1.11,14.5,2.22,13.5,0.88,0.87,8.7,0.1,13.9,,4.61,,,,,,1.393,,,-24.7,,14.4,3.5,18.7,12.0,21.2,15.2,0.96,4.1,38.0,1.9,7.3,,0.4,24.0,56.0,1.0,15.0,97.0
4,VT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,14.5,11.54,0.36,5.48,3.1,0.14,3.49,,1.1,14.0,2.19,11.4,0.91,0.86,8.1,0.1,13.6,,4.9,,2.732,,,,0.252,-12.7,15.9,-34.0,,14.4,4.1,17.6,11.5,20.8,17.5,0.93,4.3,27.8,2.7,9.3,0.9,0.0,48.0,58.0,1.0,10.0,99.0
4,VT,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Same as the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,18.4,8.8,0.38,6.27,2.3,0.19,5.0,,1.11,16.0,2.22,11.3,0.95,0.87,9.8,0.1,15.3,,4.92,,,,,,2.805,13.7,16.5,-29.7,,15.7,4.3,20.2,13.0,20.4,18.3,0.98,8.1,30.0,3.7,14.6,0.3,0.0,19.0,52.0,1.0,6.0,100.0
3,VT,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Below the national average,,,,,,,,,,13.5,,,,2.8,,,,,14.4,,12.2,,,6.8,,13.5,,,,,,,,0.812,,,6.0,,16.5,4.3,19.8,11.5,22.1,17.1,,,,,,,,,,,,
4,VT,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Above the national average,,,,,,,,,,15.9,,,,2.7,,,,,16.5,,14.9,,,9.7,,14.9,,,,,,,,0.675,,,-38.7,,15.5,3.9,19.6,11.0,19.4,16.7,,,,,,,,,,,,
4,VT,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Same as the national average,,,,,,,,,,13.4,,,,2.5,,,,,16.3,,16.4,,,9.5,,13.0,,,,,,,,,11.4,16.3,6.3,,16.0,4.2,21.1,11.6,23.4,15.6,,1.6,47.8,,3.4,0.3,0.0,4.0,26.0,,,
4,VT,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Below the national average,,,,,,,,,,17.7,,,,2.5,,,,,16.7,,15.1,,,7.7,,13.6,,,,,,,,,,,-6.7,,15.7,4.4,21.0,11.7,22.0,18.5,,,,,,,,,,,,
4,VT,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Below the national average,,,,,,,,,,14.5,,,,2.4,,,,,13.7,,11.0,,,6.9,,13.2,,,,,,,,2.659,-14.0,16.0,27.4,,16.2,4.5,22.0,11.8,22.8,17.3,,,,,,,,,,,,
4,VT,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Same as the national average,,,,,,,,,,13.4,,,,2.2,,,,,16.4,,13.8,,,7.8,,,,,,,,,,0.0,,,-21.9,,15.3,4.1,19.9,11.6,21.7,18.6,,,,,,,,,,,,
4,VA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Yes,N,Yes,Y,Y,Yes,14.2,12.33,0.38,5.59,,0.2,5.39,,1.1,14.3,2.21,9.5,1.03,0.87,6.7,0.1,14.0,,4.96,0.0,,0.0,,,0.297,,,-11.4,,15.6,,19.1,13.8,21.9,16.1,0.89,4.7,42.9,2.6,3.2,0.5,0.8,13.0,52.0,1.0,8.0,95.0
4,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Below the national average,Same as the national average,Above the national average,Same as the national average,Yes,N,Yes,N,N,Yes,14.5,,0.39,,,0.24,,,,,,12.4,0.99,,8.0,0.1,,,,,,,,,0.523,,,-22.3,,16.5,,22.1,,22.6,18.7,0.87,3.3,,3.8,1.4,,1.1,7.0,15.0,1.0,6.0,97.0
3,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,14.6,10.71,0.33,6.43,2.4,0.08,5.03,3.4,0.95,14.2,2.12,10.8,0.97,1.25,5.9,0.09,12.7,142.61,4.75,0.232,0.527,0.956,,0.0,1.439,5.1,17.6,-9.5,15.1,15.2,3.3,19.9,12.8,21.2,18.1,0.94,8.6,41.5,2.8,8.4,1.4,0.2,39.0,47.0,2.0,,
3,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,Yes,Y,Yes,Y,Y,Yes,17.3,9.9,0.44,7.65,2.7,0.05,2.15,2.2,0.8,16.1,1.81,13.3,0.88,0.74,8.3,0.09,13.1,130.38,4.81,0.279,2.217,0.894,,1.143,1.297,13.4,16.3,27.6,13.7,15.6,4.2,21.1,13.0,23.6,17.8,0.97,4.1,35.4,4.9,6.7,0.8,0.4,24.0,66.0,0.0,,
4,VA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,16.0,12.89,0.35,6.05,,0.06,6.19,3.2,1.41,16.0,2.37,10.1,1.09,1.06,7.6,0.09,14.6,155.85,5.38,0.453,2.555,1.171,,0.942,0.8859999999999999,-1.3,15.8,4.3,12.2,15.5,,19.9,12.2,21.4,15.8,0.98,7.0,33.8,4.5,6.8,0.9,0.3,31.0,42.0,3.0,,
3,VA,Acute Care Hospitals,Government - State,Yes,Y,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Above the national average,Yes,Y,Yes,Y,Y,Yes,15.0,6.33,0.37,6.24,3.0,0.4,5.98,1.8,1.51,16.5,2.0,13.4,0.98,0.61,8.8,0.1,12.8,142.71,4.71,1.094,1.002,0.96,0.7859999999999999,1.705,1.529,2.5,17.7,13.0,11.6,16.6,4.6,20.0,13.2,22.5,19.3,1.03,4.1,,6.2,8.5,0.7,0.0,29.0,68.0,3.0,,
2,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,15.7,10.13,0.45,5.12,3.3,0.42,3.32,,1.05,16.1,2.76,10.5,0.92,0.84,8.1,0.1,13.5,130.16,5.14,0.34700000000000003,0.929,1.277,0.0,0.835,0.395,13.7,17.3,16.4,,14.2,4.8,19.8,12.5,21.5,16.8,0.98,6.5,39.6,1.8,5.7,0.3,0.8,19.0,60.0,0.0,,
2,VI,Acute Care Hospitals,Government - Local,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,,Same as the national average,,,,,,,18.5,,,,2.8,,,,,15.0,,12.8,,,7.3,,14.3,,,,,1.716,,0.944,0.318,-23.5,16.0,8.0,,14.6,4.7,19.3,12.8,21.5,17.9,,2.4,,,7.0,,1.1,,,,,
2,VI,Acute Care Hospitals,Government - State,Yes,Y,Same as the national average,Same as the national average,Same as the national average,,,,,,,,,,19.9,,,,,,,,,12.3,,13.1,,,9.2,,17.9,,,,,5.254,,,0.0,9.2,15.9,22.9,,15.4,4.6,21.0,12.4,22.6,17.6,,,,,,,,,,,,
4,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Yes,Y,No,N,Y,Yes,16.1,12.92,0.35,5.28,3.4,0.14,3.26,,1.07,15.8,2.17,13.3,0.92,0.85,10.2,0.11,14.0,,4.94,,,0.0,,,0.606,-41.2,15.4,7.4,,14.4,3.9,20.7,11.2,19.0,18.4,0.91,8.7,,6.5,8.0,1.1,0.2,25.0,43.0,0.0,9.0,98.0
3,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,15.9,12.19,0.36,8.28,4.2,0.07,5.35,2.7,1.37,16.1,2.13,10.9,1.13,0.83,8.7,0.1,13.7,161.9,5.12,0.644,0.0,0.221,0.0,2.955,0.408,-4.6,15.5,-14.1,13.3,14.5,4.9,19.1,10.6,18.2,16.7,0.97,7.8,32.4,4.3,7.3,2.2,0.7,22.0,74.0,0.0,11.0,73.0
4,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Below the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,17.5,9.75,0.63,5.32,2.8,0.3,3.14,,1.01,15.7,2.63,14.1,0.89,0.82,9.3,0.09,12.4,124.02,3.65,1.267,1.151,1.254,,0.0,0.7240000000000001,-3.4,16.0,-37.7,,14.7,3.8,17.7,12.2,19.2,17.4,0.91,7.7,34.9,4.2,12.0,0.7,0.0,16.0,56.0,1.0,8.0,81.0
3,VA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,Yes,Y,Yes,N,Y,Yes,18.2,14.59,0.37,6.3,3.8,0.17,3.47,,1.11,14.1,2.22,11.0,1.03,0.87,8.0,0.12,13.9,,4.9,,,0.0,,,0.387,29.0,16.5,32.0,,15.8,4.6,20.0,12.0,23.9,18.5,0.93,3.7,31.0,,9.5,1.2,0.3,26.0,42.0,12.0,7.0,98.0
3,VA,Acute Care Hospitals,Proprietary,Yes,Y,Below the national average,Same as the national average,Below the national average,Same as the national average,Above the national average,Below the national average,Yes,Y,Yes,N,Y,Yes,23.8,12.77,0.37,5.72,2.9,0.16,3.66,,1.11,14.2,2.23,12.2,0.96,0.87,8.9,0.1,14.7,,4.62,,,0.838,,,1.896,49.6,17.2,84.1,,15.6,4.6,21.7,14.1,23.5,17.8,0.97,20.3,25.9,,3.8,1.1,1.0,8.0,18.0,0.0,3.0,100.0
3,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Above the national average,Yes,Y,Yes,Y,Y,Yes,13.7,12.26,0.27,7.8,2.5,0.04,3.62,3.1,0.82,15.1,2.91,10.2,1.0,1.14,7.1,0.12,11.8,108.87,5.52,1.38,0.132,1.213,0.7959999999999999,0.465,0.748,-1.5,16.7,-25.0,12.6,14.2,4.6,21.9,12.9,18.2,16.4,0.94,3.3,37.4,4.4,20.8,0.6,1.8,31.0,52.0,2.0,4.0,91.0
3,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Above the national average,Yes,Y,Yes,N,Y,Yes,14.2,10.36,0.34,8.15,1.8,0.38,5.5,2.6,1.46,12.9,3.0,9.8,1.16,0.78,8.5,0.1,14.3,116.74,6.22,0.8340000000000001,0.988,0.395,0.978,0.529,0.757,4.9,15.3,19.8,12.8,15.4,3.5,20.5,13.0,20.8,17.8,1.0,1.3,,5.8,,0.5,0.0,32.0,72.0,3.0,17.0,90.0
3,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,14.9,15.66,0.42,5.43,4.7,0.46,5.53,,1.1,14.2,2.21,14.0,1.17,0.86,8.0,0.1,13.9,,4.77,0.0,,0.8009999999999999,,,0.613,-0.8,17.4,39.8,,15.8,5.7,22.4,13.8,24.0,16.2,1.02,7.4,43.8,5.8,6.3,2.0,1.4,14.0,30.0,1.0,7.0,95.0
3,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Above the national average,Yes,Y,Yes,Y,Y,Yes,18.7,13.24,0.34,5.7,2.2,0.05,6.4,3.1,1.92,15.1,3.11,11.4,1.1,1.01,10.0,0.11,13.1,173.57,4.3,0.7240000000000001,1.295,1.541,1.676,0.401,1.2009999999999998,3.6,16.4,13.2,15.5,15.7,4.5,18.6,13.4,22.6,16.8,0.99,4.2,37.6,4.3,3.8,1.0,0.2,72.0,80.0,5.0,,
4,VA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,Same as the national average,Above the national average,Same as the national average,Below the national average,Above the national average,Yes,Y,Yes,Y,Y,Yes,14.2,13.34,0.45,10.09,3.0,0.47,5.75,2.1,1.87,18.0,1.89,12.7,1.38,1.41,7.5,0.09,14.2,127.34,5.88,0.7440000000000001,1.699,0.611,4.493,1.335,1.325,12.7,16.1,16.6,12.9,15.1,5.0,19.4,12.3,21.7,17.8,1.0,7.8,31.1,6.7,4.9,0.6,0.0,31.0,64.0,5.0,,
4,VA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,18.7,11.34,0.39,5.88,,0.21,4.83,,1.12,,,12.1,0.99,,8.2,0.1,,,4.72,,,,,,1.038,,,-17.1,,14.5,4.3,18.4,,19.9,16.2,0.93,3.9,,6.6,8.0,0.9,0.4,22.0,44.0,1.0,6.0,100.0
3,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Above the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,16.6,,0.37,,,0.17,4.0,,,12.6,2.23,10.9,1.0,0.87,8.6,0.1,13.3,,4.64,,,,,,0.622,0.9,16.0,-13.3,,14.8,,18.7,12.0,21.8,16.5,0.9,4.1,,3.9,7.9,,0.0,14.0,27.0,1.0,5.0,94.0
4,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Yes,N,Yes,Y,Y,Yes,15.9,16.04,0.39,5.81,3.4,0.21,4.03,,1.12,14.1,,13.5,1.07,,8.9,0.1,14.2,,4.69,,,,,,0.0,3.7,16.2,-4.9,,15.1,5.0,19.3,11.6,22.2,16.3,0.91,0.5,,3.7,3.8,0.0,0.0,9.0,22.0,1.0,3.0,99.0
2,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,13.7,10.1,0.47,8.35,4.1,0.23,5.36,2.8,1.45,11.0,2.08,10.6,1.12,0.83,6.7,0.1,13.0,129.94,4.69,1.094,1.98,1.43,,1.065,0.894,-9.8,15.9,12.6,13.5,15.3,5.3,20.1,14.1,22.1,16.5,0.99,9.8,43.0,5.9,7.4,2.1,2.2,15.0,27.0,0.0,7.0,99.0
4,VA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,16.5,14.67,0.5,5.48,2.4,0.12,4.4,,1.03,14.1,2.2,11.1,1.03,0.85,8.2,0.1,14.0,139.45,4.37,0.0,1.709,0.5760000000000001,0.0,0.0,0.825,-21.4,15.8,-5.0,,14.1,4.3,19.6,11.7,19.6,15.9,0.9,3.4,,3.8,5.8,0.5,0.0,22.0,31.0,0.0,,
